YEAR;MO;DY;T2M;TS;PRECTOTCORR;QV2M;RH2M;WS10M;ALLSKY_SFC_UV_INDEX;PS;;T2M;TS;PRECTOTCORR;T2M;TS;PRECTOTCORR;QV2M;QV2M_PRED
2015;11;4;28.52;29.77;13.77;18.31;75.56;3.01;1.9;100.82;;;;;;;;;
2015;11;5;28.55;29.42;17.64;19.35;79.44;2.54;1.47;100.83;;;;;;;;;
2015;11;6;28.87;29.58;6.57;19.29;77.94;2.97;1.9;100.81;;;;;;;;;
2015;11;7;29.19;30.32;1.11;18.98;75.38;4.6;2.17;100.7;;;;;;;;;
2015;11;8;29.29;30.18;0.67;19.78;77.88;2.84;1.99;100.7;;;;;;;;;
2015;11;9;28.93;29.43;0.76;19.71;79.12;1.48;2.01;100.8;;;;;;;;;
2015;11;10;28.8;29.21;2.07;20.26;81.94;3.16;1.74;100.76;;;;;;;;;
2015;11;11;28.42;28.97;1.64;19.41;80.31;4.48;1.24;100.69;;;;;;;;;
2015;11;12;28.55;29.22;0.53;20.26;83.06;3.03;1.98;100.65;;;;;;;;;
2015;11;13;28.94;29.3;0.64;20.57;82.5;4.94;1.89;100.48;;;;;;;;;
2015;11;14;28.96;29.27;0.61;20.51;81.94;4.88;1.94;100.48;;;;;;;;;
2015;11;15;28.41;28.73;2.85;20.45;84.44;4.72;1.9;100.55;;;;;;;;;
2015;11;16;27.77;28.54;12.98;19.71;84.56;3.09;0.63;100.61;;;;;;;;;
2015;11;17;27.28;28.18;25.26;18.07;79.88;2.48;0.93;100.62;;;;;;;;;
2015;11;18;26.73;28.46;16.93;16.91;77.38;1.54;0.72;100.75;;;;;;;;;
2015;11;19;27.83;28.71;3.47;17.88;76.62;1.8;1.43;100.75;;;;;;;;;
2015;11;20;28.69;29.9;1.49;18.55;75.88;3.29;1.95;100.62;;;;;;;;;
2015;11;21;28.7;29.8;0.33;19.04;77.69;4.94;2.02;100.57;;;;;;;;;
2015;11;22;28.76;29.78;0.02;19.53;79.5;5.26;1.96;100.61;;;;;;;;;
2015;11;23;28.62;29.76;0.05;19.96;81.69;7.3;1.88;100.61;;;;;;;;;
2015;11;24;28.58;29.54;0.05;19.84;81.31;8.2;1.83;100.6;;;;;;;;;
2015;11;25;28.65;29.47;0.09;19.78;80.62;7.4;1.91;100.62;;;;;;;;;
2015;11;26;28.54;29.54;0.07;19.84;81.5;6.53;1.94;100.65;;;;;;;;;
2015;11;27;28.68;29.64;0.15;19.9;81.25;5.67;1.93;100.55;;;;;;;;;
2015;11;28;28.51;29.62;0.17;20.08;82.5;5.77;1.48;100.57;;;;;;;;;
2015;11;29;28.37;29.76;0.11;19.65;81.38;4.95;1.84;100.52;;;;;;;;;
2015;11;30;28.87;30.03;0.11;20.14;81.19;4.68;1.88;100.42;;;;;;;;;
2015;12;1;29.22;29.63;0.2;20.63;81.5;3.98;1.74;100.46;;;;;;;;;
2015;12;2;29.83;30.62;0.12;20.2;77.44;4.12;1.93;100.54;;;;;;;;;
2015;12;3;29.54;29.9;0.45;21;81.56;2.98;1.82;100.7;;;;;;;;;
2015;12;4;28.99;29.73;0.42;20.14;80.75;3.77;1.8;100.85;;;;;;;;;
2015;12;5;28.83;29.44;0.17;20.26;81.81;5.54;1.96;100.83;;;;;;;;;
2015;12;6;28.62;29.58;0.1;19.65;80.44;5.98;2.11;100.7;;;;;;;;;
2015;12;7;28.76;29.48;0.15;19.17;78.12;5.24;1.93;100.57;;;;;;;;;
2015;12;8;28.43;28.83;0.16;20.02;82.88;4.11;1.95;100.66;;;;;;;;;
2015;12;9;28.46;29.58;0.1;20.02;82.62;3.73;1.92;100.76;;;;;;;;;
2015;12;10;28.7;29.76;0.09;20.32;82.81;4.37;1.91;100.71;;;;;;;;;
2015;12;11;28.97;29.97;0.18;20.32;81.62;5.16;1.88;100.65;;;;;;;;;
2015;12;12;28.94;29.7;0.4;20.57;82.5;4.62;1.84;100.61;;;;;;;;;
2015;12;13;28.53;29.1;1.09;20.08;82.38;4.05;1.88;100.56;;;;;;;;;
2015;12;14;28.65;29.31;1.12;19.29;78.69;2.08;1.09;100.63;;;;;;;;;
2015;12;15;28.48;29.92;1.51;18.98;78.25;1.9;1.64;100.64;;;;;;;;;
2015;12;16;28.27;30.12;1.31;19.29;80.5;3.57;1.77;100.62;;;;;;;;;
2015;12;17;29.15;30.1;0.01;20.02;79.38;4.37;1.84;100.46;;;;;;;;;
2015;12;18;29.04;29.47;0.04;19.96;79.81;4.68;1.73;100.55;;;;;;;;;
2015;12;19;29.11;29.51;0.04;20.26;80.62;6.2;1.8;100.7;;;;;;;;;
2015;12;20;28.9;29.61;0;19.65;79.12;7.11;1.95;100.69;;;;;;;;;
2015;12;21;28.65;29.23;0;19.41;79.44;5.64;2.01;100.6;;;;;;;;;
2015;12;22;28.86;29.73;0;19.47;78.94;5.37;1.97;100.49;;;;;;;;;
2015;12;23;28.96;29.96;0;19.1;77.06;4.97;2.01;100.52;;;;;;;;;
2015;12;24;28.75;29.97;0;18.98;77.56;6.3;2.1;100.63;;;;;;;;;
2015;12;25;28.58;29.74;0;18.13;74.94;6.98;2.01;100.62;;;;;;;;;
2015;12;26;28.28;29.57;0;18.31;76.69;6.97;2.03;100.55;;;;;;;;;
2015;12;27;28.18;29.72;0;18.07;76.25;5.52;2.01;100.42;;;;;;;;;
2015;12;28;28.46;29.78;0;18.49;76.88;5.1;1.84;100.48;;;;;;;;;
2015;12;29;28.96;29.96;0;18.74;75.94;5.39;1.9;100.73;;;;;;;;;
2015;12;30;29.05;30.37;0;19.23;77.12;6.79;1.86;100.7;;;;;;;;;
2015;12;31;28.79;30.39;0.7;18.62;75.69;7.4;1.95;100.55;;;;;;;;;
2016;1;1;28.54;29.78;2.92;18.49;76.19;5.36;1.72;100.56;;;;;;;;;
2016;1;2;28.48;29.8;1.05;18.68;77.38;5.45;1.88;100.67;;;;;;;;;
2016;1;3;28.98;30.51;0.62;18.37;74.44;5.48;2.06;100.66;;;;;;;;;
2016;1;4;28.64;30.67;0.43;18.86;77.44;4.58;2.04;100.72;;;;;;;;;
2016;1;5;28.35;30.33;0.6;19.04;79.44;7.19;1.8;100.85;;;;;;;;;
2016;1;6;28.23;30.15;0.05;18.68;78.56;8.1;-999;100.88;;;;;;;;;
2016;1;7;28.11;30.12;0.04;18.49;78.19;6.95;1.83;100.86;;;;;;;;;
2016;1;8;28.31;30.22;0;18.25;76.19;7.61;1.96;100.79;;;;;;;;;
2016;1;9;28.43;30.55;0;17.88;74.38;6.79;1.99;100.77;;;;;;;;;
2016;1;10;27.98;30.12;0.06;17.7;75.38;7.27;1.97;100.88;;;;;;;;;
2016;1;11;28.22;29.97;0;18.01;75.75;7.64;1.91;100.95;;;;;;;;;
2016;1;12;28.55;30.59;0;18.01;74.62;5.44;1.91;100.9;;;;;;;;;
2016;1;13;28.14;29.79;0;16.72;70.88;8.49;2.14;100.89;;;;;;;;;
2016;1;14;28.66;30.68;0;16.91;69.88;6.56;2.08;100.87;;;;;;;;;
2016;1;15;28.72;30.65;0;17.33;71.38;5.52;2.19;100.7;;;;;;;;;
2016;1;16;28.4;30.68;0;17.64;73.56;6.73;2.07;100.74;;;;;;;;;
2016;1;17;28.3;30.67;0;17.76;74.44;5.25;2.03;100.79;;;;;;;;;
2016;1;18;27.76;29.89;0;17.82;77;8.34;1.99;100.9;;;;;;;;;
2016;1;19;27.58;29.26;0;18.01;78.5;10.3;2.15;100.97;;;;;;;;;
2016;1;20;27.98;29.98;0;17.52;74.88;9.3;2.15;100.85;;;;;;;;;
2016;1;21;28.07;30.13;0;16.91;71.81;8.15;2.24;100.84;;;;;;;;;
2016;1;22;28.66;30.42;0;17.58;72.5;5.36;2.03;100.78;;;;;;;;;
2016;1;23;27.89;29.83;0;17.7;75.94;6.83;1.98;100.89;;;;;;;;;
2016;1;24;27.49;29.16;0;17.27;75.94;8.86;1.95;100.98;;;;;;;;;
2016;1;25;28.05;29.87;0;17.52;74.38;8.97;2.17;100.95;;;;;;;;;
2016;1;26;28.46;30.45;0;16.72;69.75;6.74;2.15;100.88;;;;;;;;;
2016;1;27;28.9;30.65;0;17.15;69.81;5.17;2.18;100.73;;;;;;;;;
2016;1;28;28.56;30.46;0;18.01;74.25;4.66;1.92;100.83;;;;;;;;;
2016;1;29;27.86;29.79;0;17.46;75;7.49;1.9;100.94;;;;;;;;;
2016;1;30;28.08;29.83;0;17.21;73.06;8.84;2.24;100.94;;;;;;;;;
2016;1;31;28.16;30.3;0;16.97;71.75;8.08;2.2;100.91;;;;;;;;;
2016;2;1;28.68;30.76;0;16.97;69.94;6.37;2.2;100.79;;;;;;;;;
2016;2;2;28.88;30.82;0;17.15;69.69;7.32;2.3;100.76;;;;;;;;;
2016;2;3;28.62;30.64;0;17.21;70.94;8.14;2.27;100.74;;;;;;;;;
2016;2;4;28.62;30.8;0;17.09;70.31;7.29;2.3;100.76;;;;;;;;;
2016;2;5;27.85;29.87;0;16.78;72.19;9.76;2.25;100.92;;;;;;;;;
2016;2;6;28.12;30.05;0;16.97;72.12;8.95;2.28;100.86;;;;;;;;;
2016;2;7;27.74;29.63;0;18.55;80.12;8.23;2.21;100.79;;;;;;;;;
2016;2;8;27.89;29.61;0;18.37;78.69;8.68;2.12;100.72;;;;;;;;;
2016;2;9;27.96;29.67;0;18.13;77.62;9.35;2.11;100.8;;;;;;;;;
2016;2;10;27.69;29.33;0;18.19;78.94;10.07;2.1;100.87;;;;;;;;;
2016;2;11;28.17;29.76;0;17.27;73.06;10.18;2.38;100.8;;;;;;;;;
2016;2;12;27.9;29.64;0;16.97;72.94;9.38;2.38;100.79;;;;;;;;;
2016;2;13;27.95;29.86;0;17.52;75.19;8.6;2.35;100.7;;;;;;;;;
2016;2;14;27.8;29.62;0;17.46;75.06;10.11;2.25;100.5;;;;;;;;;
2016;2;15;28.44;30.3;0;17.46;72.56;8.45;2.23;100.4;;;;;;;;;
2016;2;16;28.89;30.72;0;18.37;74.56;6.32;2.38;100.36;;;;;;;;;
2016;2;17;28.39;30.22;0;18.86;78.56;8.76;1.96;100.59;;;;;;;;;
2016;2;18;28;29.76;0;18.19;77.38;10.14;-999;100.68;;;;;;;;;
2016;2;19;28.09;29.89;0;17.46;74;11.1;2.48;100.69;;;;;;;;;
2016;2;20;27.99;29.54;0.01;17.09;72.81;10.29;2.44;100.59;;;;;;;;;
2016;2;21;28;30.1;0.01;17.46;74.44;7.96;2.36;100.52;;;;;;;;;
2016;2;22;28.16;30.33;0.03;17.46;73.81;7.95;2.25;100.55;;;;;;;;;
2016;2;23;28.7;30.67;0.02;17.76;73.12;6.43;2.21;100.56;;;;;;;;;
2016;2;24;28.88;30.74;0.17;18.43;74.94;5.66;2.2;100.66;;;;;;;;;
2016;2;25;28.06;29.9;0.01;18.49;78.38;9.49;1.63;100.8;;;;;;;;;
2016;2;26;27.73;29.53;0;17.15;74.25;11.28;2.28;100.87;;;;;;;;;
2016;2;27;27.97;30.16;0;17.15;73.31;9.9;2.48;100.75;;;;;;;;;
2016;2;28;28.24;30.3;0;16.85;70.94;9.42;2.44;100.75;;;;;;;;;
2016;2;29;28.33;30.33;0;17.82;74.44;8.67;2.27;100.82;;;;;;;;;
2016;3;1;28.16;30.19;0;18.19;76.81;8.79;2.12;100.84;;;;;;;;;
2016;3;2;28.12;30.03;0;17.82;75.31;9.67;2.39;100.83;;;;;;;;;
2016;3;3;28.54;30.48;0.03;17.64;73.06;8.6;2.25;100.71;;;;;;;;;
2016;3;4;28.39;30.58;0.02;17.82;74.38;7.25;2.26;100.79;;;;;;;;;
2016;3;5;27.92;29.79;0.01;17.46;74.75;8.62;2.34;100.91;;;;;;;;;
2016;3;6;27.54;29.63;0;17.46;76.38;7.45;2.27;101.05;;;;;;;;;
2016;3;7;27.51;29.62;0;17.33;76.06;6.95;1.93;101.12;;;;;;;;;
2016;3;8;28.27;30.23;0;17.58;74.06;7.83;2.52;100.96;;;;;;;;;
2016;3;9;28.33;30.11;0;17.33;73;8.51;2.65;100.82;;;;;;;;;
2016;3;10;28.09;29.95;0;17.58;74.69;8.9;2.7;100.92;;;;;;;;;
2016;3;11;28.17;30.08;0;16.91;71.56;7.9;2.71;100.91;;;;;;;;;
2016;3;12;27.96;30.08;0;16.24;69.62;7.54;2.91;100.92;;;;;;;;;
2016;3;13;28.23;30.17;0;16.42;69.62;6.14;2.45;100.88;;;;;;;;;
2016;3;14;27.8;29.87;0;17.27;74.81;7.01;2.06;100.97;;;;;;;;;
2016;3;15;27.8;29.65;0;18.07;78.06;8.32;2.05;100.85;;;;;;;;;
2016;3;16;27.96;29.81;0;18.31;78.44;8.91;1.89;100.71;;;;;;;;;
2016;3;17;28.04;30.13;0;18.19;77.25;7.87;2.12;100.69;;;;;;;;;
2016;3;18;28.49;30.53;0.01;18.25;75.75;6.27;1.91;100.67;;;;;;;;;
2016;3;19;28.4;29.85;0;18.8;78.06;5.55;2.45;100.62;;;;;;;;;
2016;3;20;28.62;30.59;0;18.86;77.62;6.69;1.88;100.67;;;;;;;;;
2016;3;21;28.16;30.11;0;19.17;80.81;7.83;2.22;100.87;;;;;;;;;
2016;3;22;28.49;30.03;0;18.49;76.62;10.81;2.55;100.84;;;;;;;;;
2016;3;23;28.59;30.37;0;17.88;73.88;9.83;2.88;100.73;;;;;;;;;
2016;3;24;29.09;30.86;0;18.01;72.38;7.21;2.7;100.61;;;;;;;;;
2016;3;25;29.1;30.84;0;18.13;72.88;6.48;2.48;100.56;;;;;;;;;
2016;3;26;29.32;31.08;0;17.94;71.31;7.19;2.27;100.66;;;;;;;;;
2016;3;27;29.06;30.98;0;17.94;72.25;7.55;1.83;100.81;;;;;;;;;
2016;3;28;28.73;30.87;0;18.19;74.31;6.88;1.99;100.87;;;;;;;;;
2016;3;29;28.66;30.79;0;18.37;75.38;6.19;2.02;100.76;;;;;;;;;
2016;3;30;28.57;30.73;0;18.19;75.19;7.01;1.73;100.79;;;;;;;;;
2016;3;31;28.05;30.33;0.05;18.86;80;6.45;1.67;100.93;;;;;;;;;
2016;4;1;28.58;30.8;3;19.23;79.19;5.05;-999;100.87;;;;;;;;;
2016;4;2;28.23;30.5;1.54;19.04;80.06;6.32;1.86;100.9;;;;;;;;;
2016;4;3;28.38;30.3;0.38;17.94;75.06;8.21;2.41;100.92;;;;;;;;;
2016;4;4;28.73;30.78;0.39;18.31;75;7.65;2.62;100.92;;;;;;;;;
2016;4;5;28.4;30.37;0.57;18.13;75.38;8.91;2.12;100.93;;;;;;;;;
2016;4;6;28.31;30.28;0;18.13;75.75;9.37;2.67;100.79;;;;;;;;;
2016;4;7;28.4;30.25;0;18.49;76.75;9.2;2.48;100.69;;;;;;;;;
2016;4;8;28.65;30.52;0;19.04;78;8.88;2.45;100.61;;;;;;;;;
2016;4;9;28.51;30.01;0;18.68;76.94;10.74;2.62;100.63;;;;;;;;;
2016;4;10;28.36;29.78;1.37;18.07;75.44;10.56;2.37;100.71;;;;;;;;;
2016;4;11;28.19;29.63;7;18.13;76.19;9.88;2.82;100.8;;;;;;;;;
2016;4;12;27.81;29.53;0.16;17.4;75;8.82;2.85;100.95;;;;;;;;;
2016;4;13;27.79;29.99;0.03;16.97;73.19;6.09;2.43;100.96;;;;;;;;;
2016;4;14;28.04;30.12;0.1;17.7;75;6.99;-999;100.79;;;;;;;;;
2016;4;15;28.8;30.85;0.16;18.13;73.75;6.85;2.54;100.6;;;;;;;;;
2016;4;16;28.81;30.84;0.37;19.1;77.31;7.09;2.43;100.55;;;;;;;;;
2016;4;17;28.67;30.65;0.67;19.59;80;7.83;1.8;100.7;;;;;;;;;
2016;4;18;28.33;29.79;1.64;19.53;81.31;8.55;2.38;100.8;;;;;;;;;
2016;4;19;28.27;29.57;0.89;19.47;81.19;8.78;2.22;100.73;;;;;;;;;
2016;4;20;28.46;29.34;1.34;19.96;82.38;6.16;2.34;100.61;;;;;;;;;
2016;4;21;28.3;29.3;1.1;20.32;84.56;6.77;2.57;100.59;;;;;;;;;
2016;4;22;29.27;29.72;1.35;20.51;81;3.35;2.41;100.63;;;;;;;;;
2016;4;23;28.99;29.6;1.68;20.69;82.81;2.9;2.14;100.64;;;;;;;;;
2016;4;24;28.51;29.71;1.83;20.32;83.69;3.28;1.55;100.73;;;;;;;;;
2016;4;25;28.09;29.37;1.43;19.71;83.12;3.51;2.17;100.71;;;;;;;;;
2016;4;26;28.73;30.02;1.78;20.2;81.88;5.06;2.67;100.54;;;;;;;;;
2016;4;27;28.97;30.65;2.68;19.59;78.5;4.02;2.3;100.63;;;;;;;;;
2016;4;28;28.78;29.75;2.94;20.32;82.19;3.52;1.52;100.76;;;;;;;;;
2016;4;29;28.83;29.8;2.66;19.53;78.94;3.5;2.42;100.77;;;;;;;;;
2016;4;30;29.09;29.88;7.92;20.02;79.5;2.09;2.41;100.59;;;;;;;;;
2016;5;1;28.56;29.37;37.13;20.2;82.81;2.49;2.14;100.69;;;;;;;;;
2016;5;2;27.99;28.87;25.92;20.26;85.94;4.23;2.27;100.82;;;;;;;;;
2016;5;3;28.5;30.05;2.89;19.1;78.88;2.94;2.52;100.95;;;;;;;;;
2016;5;4;28.94;30.28;4.89;19.53;78.56;2.92;2.58;100.87;;;;;;;;;
2016;5;5;29.27;30.32;8.96;20.32;80;3.52;2.73;100.76;;;;;;;;;
2016;5;6;29.45;30.56;5.02;19.96;77.81;5.08;2.59;100.75;;;;;;;;;
2016;5;7;29.05;30.63;2.06;18.74;74.94;4.12;2.44;100.91;;;;;;;;;
2016;5;8;29.05;30.57;10.06;19.65;78.5;5.24;1.79;100.87;;;;;;;;;
2016;5;9;29.52;30.17;18.77;20.2;78.62;3.44;2.1;100.85;;;;;;;;;
2016;5;10;29.2;29.54;9.53;19.29;76.5;2.73;1.81;100.92;;;;;;;;;
2016;5;11;29.3;30.07;0.01;19.1;75.62;4.41;2.62;100.93;;;;;;;;;
2016;5;12;29.24;29.87;0.02;20.08;79.5;5.89;2.69;100.84;;;;;;;;;
2016;5;13;28.87;29.35;0.04;20.69;83.38;6.03;2.8;100.75;;;;;;;;;
2016;5;14;29.09;29.37;0.04;21.36;85;5.45;2.14;100.7;;;;;;;;;
2016;5;15;29.19;29.87;0.52;21.24;84;3.43;2.71;100.78;;;;;;;;;
2016;5;16;29.58;29.7;1.21;21.55;83.31;4.38;2.34;100.71;;;;;;;;;
2016;5;17;29.33;29.98;0.74;21.06;82.81;5.32;2.58;100.73;;;;;;;;;
2016;5;18;29.23;29.57;0.91;20.94;82.75;3.63;2.33;100.75;;;;;;;;;
2016;5;19;29.24;29.8;1.07;20.94;82.5;4.1;2.84;100.73;;;;;;;;;
2016;5;20;29.77;30.71;0.36;20.75;79.81;6.23;2.86;100.71;;;;;;;;;
2016;5;21;29.88;30.81;0.06;20.75;79.38;5.18;2.78;100.74;;;;;;;;;
2016;5;22;29.33;29.99;0.09;21.42;84.06;3.63;2.61;100.68;;;;;;;;;
2016;5;23;29.8;30.19;0.1;21;80.44;3.61;2.43;100.7;;;;;;;;;
2016;5;24;29.76;30.04;0.09;21.42;82.38;2.3;1.48;100.88;;;;;;;;;
2016;5;25;29.54;29.58;9.95;21.3;82.69;2.5;1.38;100.91;;;;;;;;;
2016;5;26;28.79;29.69;4.54;20.14;81.62;2.79;2.55;100.84;;;;;;;;;
2016;5;27;28.58;29.36;4.24;20.08;82.25;3.12;1.88;100.69;;;;;;;;;
2016;5;28;29.01;29.9;3.3;19.47;78.19;2.42;2.41;100.88;;;;;;;;;
2016;5;29;28.51;29.44;7.67;19.65;81.06;2.67;1.12;100.98;;;;;;;;;
2016;5;30;28.17;29.4;2.18;19.35;81.31;2.57;2.44;100.87;;;;;;;;;
2016;5;31;28.63;29.76;2.97;19.84;81.12;3.03;1.31;100.73;;;;;;;;;
2016;6;1;28.19;29.22;2.85;19.84;83;2.49;2.02;100.81;;;;;;;;;
2016;6;2;28.35;29.05;6.93;20.02;83.12;4.42;1.94;100.83;;;;;;;;;
2016;6;3;28.76;29.48;4.08;19.71;80.12;3.63;1.63;100.89;;;;;;;;;
2016;6;4;28.76;29.66;1.26;20.2;81.81;3;2.64;100.79;;;;;;;;;
2016;6;5;29.13;29.81;0.21;21.18;83.81;3.99;2.7;100.72;;;;;;;;;
2016;6;6;29.73;30.2;0.37;20.81;79.81;3.76;2.66;100.75;;;;;;;;;
2016;6;7;28.74;29.38;0.66;20.57;83.44;4.15;2.13;100.95;;;;;;;;;
2016;6;8;28.89;30.04;1.08;19.23;77.88;2.27;2.2;101.04;;;;;;;;;
2016;6;9;29.34;30.05;2.28;20.39;80.19;3.03;1.94;100.97;;;;;;;;;
2016;6;10;29.77;30.3;3.28;19.78;76.38;4.27;2.07;100.99;;;;;;;;;
2016;6;11;28.8;29.9;2.84;19.53;79.38;4.38;2.31;101.14;;;;;;;;;
2016;6;12;29.3;29.73;1.45;19.96;79;4.73;2.75;101.08;;;;;;;;;
2016;6;13;29.25;29.65;2.65;20.2;80;3.85;2.09;100.95;;;;;;;;;
2016;6;14;28.05;29.37;12.56;18.62;79.06;2.84;1.52;101.01;;;;;;;;;
2016;6;15;28.87;29.94;4.32;19.59;79.31;2.8;2.22;101.14;;;;;;;;;
2016;6;16;30.08;30.79;2.48;19.78;74.81;3.7;2.7;100.94;;;;;;;;;
2016;6;17;29.79;30.84;1.68;19.65;75.69;5.54;2.8;100.82;;;;;;;;;
2016;6;18;29.25;29.83;5.12;20.08;79.44;4.61;2.63;100.8;;;;;;;;;
2016;6;19;29.3;29.8;4.42;20.45;80.62;5.43;2.29;100.77;;;;;;;;;
2016;6;20;28.9;29.45;4.29;19.9;80.31;4.36;1.73;100.87;;;;;;;;;
2016;6;21;28.67;29.35;3.37;18.92;77.75;4.69;1.51;100.91;;;;;;;;;
2016;6;22;29.33;30.3;3.06;19.9;78.69;4.32;2.42;100.9;;;;;;;;;
2016;6;23;29.67;30.43;4.2;20.51;79.31;5.08;2.62;100.84;;;;;;;;;
2016;6;24;29.37;30.05;5.13;19.96;78.5;4.02;2.19;100.82;;;;;;;;;
2016;6;25;28.13;29.15;21.79;19.59;82.5;3.5;1.52;100.82;;;;;;;;;
2016;6;26;29.06;29.7;4.5;19.29;77.25;4.89;2.48;100.79;;;;;;;;;
2016;6;27;29.56;30.2;1.78;19.78;77;5.68;2.78;100.7;;;;;;;;;
2016;6;28;29.6;30.35;1.86;20.39;79.19;4.42;2.72;100.66;;;;;;;;;
2016;6;29;29.55;30.22;2.29;20.57;79.75;3.83;2.44;100.66;;;;;;;;;
2016;6;30;29.76;30.19;3.37;20.81;79.75;4.38;2.47;100.63;;;;;;;;;
2016;7;1;29.05;29.7;1.29;20.75;82.69;4.02;1.97;100.78;;;;;;;;;
2016;7;2;28.72;29.33;3.26;19.71;80.5;3.45;1.52;100.97;;;;;;;;;
2016;7;3;28.54;29.44;2.13;19.96;82.25;4.25;1.91;101;;;;;;;;;
2016;7;4;28.77;30;0.22;19.78;80.5;6.38;2.43;100.9;;;;;;;;;
2016;7;5;28.61;29.55;2.46;20.39;83.62;5.73;2.38;100.89;;;;;;;;;
2016;7;6;28.98;29.78;1.88;20.08;80.75;4.44;2.37;100.88;;;;;;;;;
2016;7;7;29.81;30.52;0.92;20.14;77.5;4.33;2.55;100.8;;;;;;;;;
2016;7;8;29.35;30.1;0.73;20.51;80.69;5.45;2.65;100.84;;;;;;;;;
2016;7;9;29.45;30.14;0.45;20.69;80.94;6.34;2.69;100.79;;;;;;;;;
2016;7;10;29.36;30.03;0.14;19.29;75.94;5.74;2.21;100.81;;;;;;;;;
2016;7;11;29.66;30.08;0.3;20.2;78.19;4.38;2.7;100.79;;;;;;;;;
2016;7;12;29.04;29.81;0.82;20.26;80.88;4.1;2.32;100.75;;;;;;;;;
2016;7;13;28.48;29.25;0.54;20.08;82.69;4.8;2.54;100.83;;;;;;;;;
2016;7;14;28.57;29.32;8.12;19.71;81;4.97;1.66;100.85;;;;;;;;;
2016;7;15;28.22;28.91;23.01;20.26;84.81;4.45;1.94;100.9;;;;;;;;;
2016;7;16;28.45;29.43;11.05;19.71;81.56;4.65;1.98;100.87;;;;;;;;;
2016;7;17;28.87;29.59;13.93;19.41;78.69;4.8;2.03;100.86;;;;;;;;;
2016;7;18;28.44;29.25;9.72;19.35;80.12;3.88;1.68;100.88;;;;;;;;;
2016;7;19;28.56;29.27;5.42;19.29;79.31;4.8;2.59;100.89;;;;;;;;;
2016;7;20;28.9;29.69;1.96;19.84;80;3.95;2.56;100.93;;;;;;;;;
2016;7;21;29.01;29.65;3.97;20.32;81.38;5.49;1.91;100.85;;;;;;;;;
2016;7;22;28.75;29.36;5.98;20.14;81.81;3.82;2.04;100.86;;;;;;;;;
2016;7;23;28.77;29.41;6.3;20.2;82.06;2.78;2.27;100.88;;;;;;;;;
2016;7;24;28.71;29.48;1.45;19.29;78.69;6.48;2.54;100.81;;;;;;;;;
2016;7;25;28.65;29.65;0.33;19.1;78.25;4.22;2.39;100.77;;;;;;;;;
2016;7;26;29.15;29.65;0.22;20.14;79.88;5.32;2.71;100.65;;;;;;;;;
2016;7;27;29.1;29.76;0.36;20.2;80.31;5.61;2.68;100.6;;;;;;;;;
2016;7;28;29.14;29.78;0.62;18.86;75.25;5.16;2.59;100.68;;;;;;;;;
2016;7;29;29.37;29.59;0.52;19.71;77.38;4.45;2.05;100.75;;;;;;;;;
2016;7;30;28.63;29.19;0.8;19.96;81.56;4.67;1.59;100.75;;;;;;;;;
2016;7;31;28.69;29.64;0.86;20.14;82;5.7;2.26;100.68;;;;;;;;;
2016;8;1;28.87;29.83;2.06;20.08;81.12;4.45;2.43;100.68;;;;;;;;;
2016;8;2;28.63;29.32;1.09;20.14;82.38;3.95;2.38;100.75;;;;;;;;;
2016;8;3;28.34;29.33;5.38;19.29;80.5;2.45;2.12;100.83;;;;;;;;;
2016;8;4;28.44;29.69;7.04;18.01;74.75;3.14;2.08;100.92;;;;;;;;;
2016;8;5;28.76;29.95;3.49;19.35;78.62;4.35;2.76;100.87;;;;;;;;;
2016;8;6;29.92;30.87;2.25;20.32;77.62;5.55;2.8;100.74;;;;;;;;;
2016;8;7;29.37;30.1;3.97;20.45;80.25;4.73;2.23;100.77;;;;;;;;;
2016;8;8;29.57;29.78;2.2;20.81;80.56;3.41;2.68;100.7;;;;;;;;;
2016;8;9;29.16;29.67;1.88;21;83.19;4.36;2.64;100.69;;;;;;;;;
2016;8;10;29.37;29.83;2.12;20.14;79.31;4.77;1.65;100.85;;;;;;;;;
2016;8;11;28.94;29.46;2.63;20.26;81.31;4.39;2.45;100.86;;;;;;;;;
2016;8;12;28.67;29.5;1.6;19.41;79.31;3.45;2.2;100.78;;;;;;;;;
2016;8;13;29.2;30.08;2.21;19.71;78.38;4.74;2.61;100.72;;;;;;;;;
2016;8;14;29.33;29.96;2.31;20.14;79.19;3.08;2.45;100.68;;;;;;;;;
2016;8;15;28.79;29.69;2.72;20.08;81.31;3.64;2.58;100.72;;;;;;;;;
2016;8;16;28.94;29.54;2.39;20.51;82.12;3.34;2.09;100.75;;;;;;;;;
2016;8;17;29.23;29.91;1.69;20.51;80.94;6.03;2.62;100.71;;;;;;;;;
2016;8;18;29.02;29.66;0.73;20.57;82.25;5.15;2.29;100.72;;;;;;;;;
2016;8;19;28.84;29.61;0.37;19.9;80.56;4.64;2.41;100.71;;;;;;;;;
2016;8;20;29.18;29.83;0.31;20.32;80.5;4.21;2.68;100.67;;;;;;;;;
2016;8;21;29.81;30.58;0.18;20.45;78.44;4.32;2.73;100.68;;;;;;;;;
2016;8;22;29.61;30.05;0.53;20.45;79.31;5.3;2.66;100.72;;;;;;;;;
2016;8;23;29.16;29.95;1.36;20.51;81.44;5.9;2.65;100.8;;;;;;;;;
